areacode,cat1,cat2,cat3,contentid,contenttypeid,mapx,mapy,readcount,title,addr1,code
32,A01,A0101,A01010900,125657,12,127.8137801,37.98102413,43102,청평사계곡,강원도 춘천시 북산면 오봉산길 810,32010
32,A01,A0101,A01010800,125658,12,128.1601919,37.83289511,29420,가령폭포,강원 홍천군 내촌면 와야리,32310
32,A01,A0101,A01010900,125659,12,128.5364926,37.23414647,35237,어라연 (강원고생대 국가지질공원),강원도 영월군 영월읍 어라연길 259,32330
32,A01,A0101,A01010900,125661,12,128.3015656,38.18270158,38837,십이선녀탕(탕수동계곡),강원도 인제군 북면 십이선녀탕길,32390
32,A01,A0101,A01010800,125662,12,128.3179772,38.1197981,26770,옥녀탕,강원도 인제군 북면 설악로,32390
32,A01,A0101,A01010900,125665,12,128.5892831,37.48571292,36649,숙암계곡,강원도 정선군 북평면 단임길,32350
32,A01,A0101,A01011800,125666,12,128.7931418,37.32723511,39505,소금강 (강원고생대 국가지질공원),강원도 정선군 화암면 몰운리 산109-1,32350
32,A01,A0101,A01010900,125667,12,128.5168416,37.96634755,53033,미천골계곡,강원도 양양군 서면 구룡령로,32410
32,A01,A0101,A01010900,125668,12,128.4264575,38.07964653,44799,오색주전골,강원도 양양군 서면 약수길,32410
32,A01,A0101,A01010800,125669,12,128.6835094,37.80269197,45514,구룡폭포(소금강),강원도 강릉시 연곡면 소금강길 500,32030
32,A01,A0101,A01010800,125670,12,129.0476929,37.17962366,30592,삼척 미인폭포,강원도 삼척시 도계읍 문의재로 77-162,32070
32,A01,A0101,A01010800,125671,12,128.4855626,38.1872907,36667,비룡폭포,강원도 속초시 설악산로,32060
32,A01,A0101,A01010800,125673,12,129.0193674,37.46344879,69934,무릉계곡 용추폭포(강원),강원도 동해시 삼화로 538,32040
32,A01,A0101,A01010800,125674,12,128.5025117,38.1679655,28348,육담폭포,강원도 속초시 설악산로 1065-129,32060
32,A01,A0101,A01010800,125675,12,128.4661629,38.14598958,28726,천당폭포,강원도 속초시 설악산로,32060
32,A01,A0101,A01010800,125676,12,128.4661629,38.14598958,33143,토왕성폭포,강원도 속초시 설악산로,32060
32,A01,A0101,A01010900,125677,12,129.015801,37.4640431,165373,무릉계곡,강원도 동해시 삼화로 538,32040
32,A01,A0101,A01010900,125678,12,128.3823154,38.13245342,27863,백운동계곡(설악산),강원도 인제군 북면 백담로,32390
32,A01,A0101,A01010900,125680,12,128.4884989,38.1735618,46007,천불동계곡,강원도 속초시 설악산로 1091,32060
32,A01,A0101,A01011200,125681,12,128.8032172,37.92046398,32772,지경리해변,강원도 양양군 현남면 동해대로 62,32410
32,A01,A0101,A01011200,125682,12,128.7500032,37.98693024,10299,북분해수욕장,강원 양양군 현남면 북분리,32410
32,A01,A0101,A01011200,125683,12,128.4191502,38.51112664,27454,마차진해변,강원도 고성군 현내면,32400
32,A01,A0101,A01011200,125684,12,128.5527871,38.27657883,38887,아야진해변,강원도 고성군 토성면 아야진해변길 157,32400
32,A01,A0101,A01011200,125685,12,128.7558001,37.9820698,30172,동산포해변,강원도 양양군 현남면 동해대로 912,32410
32,A01,A0101,A01011200,125686,12,128.5606703,38.25703404,31218,천진해변,강원도 고성군 토성면,32400
32,A01,A0101,A01011200,125687,12,129.2122186,37.40241792,33675,상맹방해변,강원도 삼척시 근덕면 상맹방길,32070
32,A01,A0101,A01011200,125688,12,129.2050024,37.40806713,27890,한재밑해변,강원도 삼척시 근덕면,32070
32,A01,A0101,A01011200,125690,12,129.2883702,37.30900515,35852,문암해변,강원도 삼척시 근덕면 초곡길 340,32070
32,A01,A0101,A01011200,125691,12,128.9543806,37.76390729,31816,남항진해변(남항진해수욕장),강원도 강릉시 공항길127번길 67,32030
32,A01,A0101,A01011200,125692,12,128.5661727,38.25249856,48366,봉포해변,강원도 고성군 토성면,32400
32,A01,A0101,A01011200,125694,12,128.9380761,37.77686936,32754,송정해변(송정해수욕장),강원도 강릉시 송정길30번안길 20-3,32030
32,A01,A0101,A01011200,125695,12,129.0166157,37.70421263,38076,등명해변(등명해수욕장),강원도 강릉시 강동면 정동진리,32030
32,A01,A0101,A01011200,125696,12,128.8777244,37.82914824,37935,사천해변(사천해수욕장),강원도 강릉시 사천면 사천진리 산 282-1,32030
32,A01,A0101,A01011200,125697,12,128.9904199,37.73431141,31297,안인해변(안인해수욕장),강원도 강릉시 강동면 안인진리,32030
32,A01,A0101,A01011200,125698,12,128.852048,37.8599164,40889,연곡해변(연곡해수욕장),강원도 강릉시 연곡면 해안로 1282,32030
32,A01,A0101,A01011200,125699,12,128.8188494,37.91063487,48099,주문진해변,강원도 강릉시 주문진읍 주문북로 210,32030
32,A01,A0101,A01011200,125700,12,128.7729355,37.95333736,44346,"남애해변(남애1, 3리)",강원도 양양군 현남면 광진리,32410
32,A01,A0101,A01011200,125701,12,128.7242655,38.02298944,84767,하조대해수욕장,강원도 양양군 현북면 하조대해안길 35,32410
32,A01,A0101,A01011200,125702,12,128.6336291,38.11775444,97668,낙산 해수욕장,강원도 양양군 강현면 해맞이길 59,32410
32,A01,A0101,A01011200,125703,12,128.6222603,38.13090825,34859,설악해변,강원도 양양군 강현면 뒷나루2길 5-8,32410
32,A01,A0101,A01011200,125704,12,128.6635634,38.09050542,38976,오산해수욕장,강원도 양양군 손양면 선사유적로 708-21,32410
32,A01,A0101,A01011200,125705,12,129.1683622,37.46848168,52977,삼척해변,강원도 삼척시 테마타운길 76,32070
32,A01,A0101,A01010500,125706,12,128.4391216,38.47884469,69819,화진포 (강원평화지역 국가지질공원),강원도 고성군 거진읍 현내면,32400
32,A01,A0101,A01011200,125707,12,128.6019936,38.19057591,111080,속초해수욕장,강원도 속초시 해오름로 190,32060
32,A01,A0101,A01011200,125708,12,129.1164221,37.5691024,46414,어달해변,강원도 동해시 어달동,32040
32,A01,A0101,A01011200,125709,12,129.3020251,37.29072696,51114,용화해변,강원도 삼척시 근덕면 용화리,32070
32,A01,A0101,A01011200,125710,12,129.3408349,37.22311048,30882,임원해변,강원도 삼척시 원덕읍 임원리,32070
32,A01,A0101,A01011200,125711,12,129.3139909,37.28554723,43869,"장호해수욕장(장호항, 장호해변)",강원도 삼척시 근덕면 장호리,32070
32,A01,A0101,A01011200,125713,12,129.089671,37.59226865,188765,망상해변,강원도 동해시 동해대로 6270-10,32040
32,A01,A0101,A01011200,125714,12,128.4547464,38.44084943,26382,거진1리해변,강원도 고성군 거진읍 거진1리,32400
32,A01,A0101,A01011200,125715,12,128.5471705,38.29091316,37302,교암해변,강원도 고성군 토성면,32400
32,A01,A0101,A01011200,125716,12,128.6831349,38.05739853,36571,동호해변(양양),강원도 양양군 손양면 동호리 141-26,32410
32,A01,A0101,A01011200,125717,12,129.240961,37.38586761,35692,덕산해변,강원도 삼척시 근덕면 덕산해변길 114,32070
32,A01,A0101,A01011200,125718,12,129.1002341,37.58635287,28203,노봉해변,강원도 동해시 망상동,32040
32,A01,A0101,A01011200,125719,12,129.1758978,37.46388791,31573,작은후진해수욕장,강원도 삼척시 새천년도로 467,32070
32,A01,A0101,A01011200,125720,12,128.7595861,37.97235156,41705,죽도해수욕장,강원도 양양군 현남면 인구중앙길,32410
32,A01,A0101,A01011000,125721,12,128.1354549,38.02743592,21258,남전약수,강원도 인제군 남면 남전리 산 145 일원,32390
32,A01,A0101,A01011000,125723,12,128.396231,37.94387284,27560,방동약수,강원도 인제군 기린면 방동약수로 89-59,32390
32,A01,A0101,A01011900,125724,12,128.5353791,37.13074446,94278,고씨굴 (강원고생대 국가지질공원),강원도 영월군 김삿갓면 영월동로 1117,32330
32,A01,A0101,A01011000,125725,12,127.8890521,38.03733844,21101,추곡약수터,강원도 춘천시 북산면 추곡약수길 89-1,32010
32,A01,A0101,A01011000,125726,12,128.3824316,37.87424455,22576,인제 미산리 개인약수,강원도 인제군 상남면 미산리 산1 일원,32390
32,A02,A0202,A02020200,125728,12,128.785684,37.32939305,32025,화암관광지(화암8경),강원도 정선군 화암면 약수길 1328,32350
32,A01,A0101,A01011000,125729,12,128.5035401,37.6935817,33551,방아다리약수터,강원도 평창군 진부면 방아다리로 1011-26,32340
32,A01,A0101,A01011900,125730,12,128.4884989,38.1735618,49721,금강굴,강원도 속초시 설악산로 1091,32060
32,A02,A0202,A02020600,125731,12,127.7200932,37.91919625,36212,육림랜드,강원도 춘천시 영서로 2965,32010
32,A02,A0202,A02020100,125732,12,127.6068877,37.70312482,62173,모곡밤벌유원지,강원도 홍천군 서면 모곡리,32310
32,A02,A0202,A02020100,125733,12,127.5904858,37.72245283,33261,마곡유원지,강원도 홍천군 서면 마곡리,32310
32,A02,A0202,A02020700,125734,12,127.8724225,37.68235994,22569,무궁화공원,강원도 홍천군 홍천읍 장전평로 18,32310
32,A02,A0202,A02020700,125735,12,127.8684354,37.72846285,18726,강재구공원,강원도 홍천군 북방면 성동로 275,32310
32,A02,A0202,A02020700,125736,12,128.1463918,37.78452546,21044,기미만세공원,강원도 홍천군 내촌면 물걸리,32310
32,A01,A0101,A01011700,125737,12,128.1422075,38.01518192,25879,소양호(인제),강원도 인제군 남면 원남로 133,32390
32,A02,A0202,A02020100,125739,12,128.3782457,38.33095799,30529,장신유원지,강원도 고성군 간성읍 소똥령마을길 32,32400
32,A01,A0101,A01011800,125740,12,128.9910509,37.17276224,45915,황지연못,강원도 태백시 황지연못길 12,32050
32,A01,A0101,A01010400,125741,12,127.7606723,38.12302881,37031,딴산,강원도 화천군 화천읍,32370
32,A02,A0202,A02020700,125742,12,127.7656893,38.09610149,21300,88공원,강원도 화천군 간동면 어룡동길 42-96,32370
32,A01,A0101,A01010900,125744,12,127.8142843,37.36635379,23438,판대천,강원 원주시 지정면 판대리,32020
32,A01,A0101,A01011800,125745,12,127.7131451,37.68858681,57587,홍천강,강원도 홍천군 서면 팔봉강변길,32310
32,A01,A0101,A01011700,125747,12,127.6569027,37.98047127,32412,춘천호,강원도 춘천시 서면 오월리,32010
32,A01,A0101,A01011800,125748,12,128.8263881,37.71411611,41876,남대천(강릉),강원도 강릉시 성산면 구산안길,32030
32,A02,A0202,A02020700,125749,12,128.6171764,38.07467024,18588,현산공원,강원도 양양군 양양읍 군청길 1,32410
32,A01,A0101,A01011700,125750,12,128.5904917,38.19638057,48270,청초호,강원도 속초시 청초호반로,32060
32,A02,A0201,A02010800,125752,12,128.4693434,38.22698854,31469,화암사(고성),강원도 고성군 토성면 화암사길 100,32400
32,A02,A0201,A02010800,125753,12,129.0423936,37.44453475,27350,천은사(삼척),강원도 삼척시 미로면 동안로 816,32070
32,A02,A0201,A02010800,125754,12,129.2049773,37.32346019,25662,신흥사(삼척),강원도 삼척시 근덕면 양리길 220,32070
32,A02,A0201,A02010800,125755,12,129.2557212,37.28287973,21055,영은사(삼척),강원도 삼척시 근덕면 궁촌길 1162,32070
32,A02,A0201,A02010800,125756,12,128.4848963,38.17785845,21440,계조암(속초),강원도 속초시 설악동,32060
32,A02,A0201,A02010800,125757,12,128.0135005,37.33433897,21564,국형사,강원도 원주시 고문골길 155,32020
32,A02,A0201,A02010800,125758,12,128.2610688,37.37173929,46182,법흥사(영월),강원도 영월군 수주면 무릉법흥로 1352,32330
32,A02,A0201,A02010800,125759,12,127.2182963,38.24030503,27784,도피안사(철원),강원도 철원군 동송읍 도피동길 23,32360
32,A02,A0201,A02010800,125760,12,128.0538449,37.30662903,23095,상원사(원주),강원도 원주시 신림면 성남로 930,32020
32,A02,A0201,A02010800,125761,12,128.0498676,37.39950434,41432,구룡사,강원도 원주시 소초면 구룡사로 500,32020
32,A02,A0201,A02010800,125762,12,127.8089859,37.98653729,38821,청평사(춘천),강원도 춘천시 북산면 오봉산길 810,32010
32,A02,A0201,A02010800,125763,12,127.8651016,37.18317033,18262,황산사(원주),강원도 원주시 귀래면 미륵산길 202,32020
32,A02,A0201,A02010800,125764,12,127.9592114,37.69872356,34417,수타사,강원도 홍천군 영귀미면 수타사로 473,32310
32,A02,A0201,A02010800,125765,12,128.892565,37.18306193,32505,정암사 수마노탑,강원도 정선군 고한읍 함백산로 1410,32350
32,A02,A0201,A02010800,125766,12,129.0068053,37.71168379,33614,등명락가사(강릉),강원도 강릉시 강동면 괘방산길 16,32030
32,A02,A0201,A02010800,125767,12,128.3745401,38.16496893,64333,백담사,강원도 인제군 북면 백담로 746,32390
32,A02,A0201,A02010800,125768,12,128.7696897,37.73683182,28347,보현사(강릉),강원도 강릉시 성산면 보현길 396,32030
32,A02,A0201,A02010700,125769,12,128.8918047,37.70726817,29164,강릉 굴산사지,강원도 강릉시 구정면 학산리,32030
32,A02,A0201,A02010800,125770,12,128.6909753,37.80628337,20918,금강사(강릉),강원도 강릉시 연곡면 소금강길 670,32030
32,A02,A0201,A02010800,125771,12,128.5641012,37.78655265,35696,상원사(오대산),강원도 평창군 진부면 오대산로 1215-89,32340
32,A02,A0201,A02010800,125772,12,128.5925503,37.73162622,77340,월정사·월정사 전나무숲,강원도 평창군 진부면 오대산로 374-8,32340
32,A02,A0201,A02010800,125773,12,128.6273545,38.12485627,71554,낙산사,강원도 양양군 강현면 낙산사로 100,32410
32,A01,A0101,A01010800,125775,12,127.4768433,38.1950151,23685,매월대폭포,강원도 철원군 근남면 잠곡리 222-5,32360
32,A02,A0201,A02010700,125776,12,128.8263955,37.47323559,32034,구미정,강원도 정선군 임계면 봉산리,32350
32,A01,A0101,A01011700,125777,12,128.7239879,37.47583054,73253,아우라지,강원도 정선군 여량면 아우라지길 69,32350
32,A02,A0201,A02010700,125778,12,129.0593195,37.36707178,22351,삼척 준경묘,강원도 삼척시 미로면 준경길 333-360,32070
32,A01,A0101,A01011100,125779,12,128.6018124,38.2119512,45976,영금정,강원도 속초시 동명항길 35,32060
32,A02,A0201,A02010700,125780,12,127.7341181,37.88158699,21580,춘천향교,강원도 춘천시 삭주로 21,32010
32,A02,A0201,A02010700,125781,12,127.9494034,37.33909834,25772,원주향교,강원도 원주시 향교길 37-1,32020
32,A02,A0202,A02020200,125782,12,127.2869221,38.18602653,73475,고석정국민관광지,강원도 철원군 동송읍 태봉로 1825,32360
32,A02,A0201,A02010700,125783,12,128.4750634,37.18545925,30096,영월향교,강원도 영월군 영월읍 영월향교길 64,32330
32,A02,A0201,A02010200,125784,12,128.5041672,37.15601041,51163,영월 정양산성(왕검성),강원도 영월군 영월읍 정양리,32330
32,A02,A0201,A02010700,125785,12,128.4477939,37.17749576,94208,청령포 (강원고생대 국가지질공원),강원도 영월군 영월읍 청령포로 133,32330
32,A02,A0205,A02050600,125786,12,128.3418528,38.11942361,18705,장수대,강원도 인제군 북면 설악로 4193,32390
32,A02,A0201,A02010700,125787,12,128.895247,37.76355617,25972,강릉향교,강원도 강릉시 명륜로 29,32030
32,A02,A0201,A02010700,125788,12,128.8917699,37.75313786,22550,강릉 임영관 삼문,강원도 강릉시 임영로131번길 6,32030
32,A02,A0201,A02010700,125789,12,128.8776815,37.77876518,116258,강릉 오죽헌,강원도 강릉시 율곡로3139번길 24,32030
32,A02,A0201,A02010700,125790,12,128.8965126,37.79556916,88977,강릉 경포대,강원도 강릉시 경포로 365,32030
32,A02,A0201,A02010700,125791,12,128.9292101,37.69296222,18131,송담서원(강릉),강원도 강릉시 강동면 송담서원길 27-7,32030
32,A02,A0201,A02010200,125792,12,129.0015692,37.45519384,23446,두타산성,강원도 동해시 삼화로,32040
32,A02,A0201,A02010700,125793,12,129.1366228,37.48717612,31447,만경대,강원도 동해시 공단4로,32040
32,A02,A0201,A02010700,125794,12,128.4519679,37.19738244,65162,영월 장릉(단종) ,강원도 영월군 영월읍 단종로 190,32330
32,A02,A0201,A02010700,125795,12,128.6307431,38.12537017,38338,낙산사 의상대,강원도 양양군 강현면 낙산사로 100,32410
